LUGAR,FECHA_HECHOS,LOCALIDAD,BARRIO_HECHOS,ARTICULO,EDAD,CAPITULO,NÚMERO_COMPORTAMIENTO,AÑO_NUM
BUCARAMANGA - CM,28/10/2019,01. NORTE,COLORADOS,Art. 27 - Comportamientos que ponen en riesgo la vida e integridad,32,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,Num. 1,2019
BUCARAMANGA - CM,28/10/2019,01. NORTE,COLORADOS,Art. 27 - Comportamientos que ponen en riesgo la vida e integridad,23,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,Num. 1,2019
BUCARAMANGA - CM,28/12/2019,01. NORTE,BETANIA,Art. 27 - Comportamientos que ponen en riesgo la vida e integridad,39,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,Num. 6,2019
BUCARAMANGA - CM,28/12/2019,01. NORTE,BETANIA,Art. 35 - Comportamientos que afectan las relaciones entre las personas y las autoridades,39,Cap. 2 - DE LOS ESTABLECIMIENTOS EDUCATIVOS,Num. 4,2019
BUCARAMANGA - CM,28/12/2019,01. NORTE,BETANIA,Art. 35 - Comportamientos que afectan las relaciones entre las personas y las autoridades,39,Cap. 2 - DE LOS ESTABLECIMIENTOS EDUCATIVOS,Num. 1,2019
BUCARAMANGA - CM,29/06/2019,01. NORTE,CAFE MADRID,Art. 35 - Comportamientos que afectan las relaciones entre las personas y las autoridades,44,Cap. 2 - DE LOS ESTABLECIMIENTOS EDUCATIVOS,Num. 1,2019
BUCARAMANGA - CM,29/07/2019,01. NORTE,COLORADOS,Art. 27 - Comportamientos que ponen en riesgo la vida e integridad,19,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,Num. 6,2019
BUCARAMANGA - CM,29/07/2019,01. NORTE,COLORADOS,Art. 35 - Comportamientos que afectan las relaciones entre las personas y las autoridades,19,Cap. 2 - DE LOS ESTABLECIMIENTOS EDUCATIVOS,Num. 6,2019
BUCARAMANGA - CM,29/09/2019,01. NORTE,COLORADOS,Art. 27 - Comportamientos que ponen en riesgo la vida e integridad,37,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,Num. 1,2019
BUCARAMANGA - CM,29/10/2019,01. NORTE,BETANIA,Art. 35 - Comportamientos que afectan las relaciones entre las personas y las autoridades,33,Cap. 2 - DE LOS ESTABLECIMIENTOS EDUCATIVOS,Num. 1,2019
BUCARAMANGA - CM,29/10/2019,01. NORTE,BETANIA,Art. 35 - Comportamientos que afectan las relaciones entre las personas y las autoridades,33,Cap. 2 - DE LOS ESTABLECIMIENTOS EDUCATIVOS,Num. 4,2019
BUCARAMANGA - CM,29/11/2019,01. NORTE,BETANIA,Art. 27 - Comportamientos que ponen en riesgo la vida e integridad,22,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,Num. 6,2019
BUCARAMANGA - CM,29/11/2019,01. NORTE,BETANIA,Art. 27 - Comportamientos que ponen en riesgo la vida e integridad,24,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,Num. 6,2019
BUCARAMANGA - CM,30/01/2019,01. NORTE,CAFE MADRID,Art. 35 - Comportamientos que afectan las relaciones entre las personas y las autoridades,29,Cap. 2 - DE LOS ESTABLECIMIENTOS EDUCATIVOS,Num. 6,2019
BUCARAMANGA - CM,30/08/2019,01. NORTE,CAFE MADRID,Art. 27 - Comportamientos que ponen en riesgo la vida e integridad,38,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,Num. 1,2019
BUCARAMANGA - CM,30/08/2019,01. NORTE,CAFE MADRID,Art. 27 - Comportamientos que ponen en riesgo la vida e integridad,47,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,Num. 1,2019
BUCARAMANGA - CM,30/09/2019,01. NORTE,COLORADOS,Art. 27 - Comportamientos que ponen en riesgo la vida e integridad,19,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,Num. 6,2019
BUCARAMANGA - CM,30/09/2019,01. NORTE,CAFE MADRID,Art. 27 - Comportamientos que ponen en riesgo la vida e integridad,18,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,Num. 6,2019
BUCARAMANGA - CM,30/09/2019,01. NORTE,CAFE MADRID,Art. 27 - Comportamientos que ponen en riesgo la vida e integridad,22,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,Num. 6,2019
BUCARAMANGA - CM,30/09/2019,01. NORTE,CAFE MADRID,Art. 35 - Comportamientos que afectan las relaciones entre las personas y las autoridades,22,Cap. 2 - DE LOS ESTABLECIMIENTOS EDUCATIVOS,Num. 6,2019
BUCARAMANGA - CM,31/03/2019,01. NORTE,COLORADOS,Art. 27 - Comportamientos que ponen en riesgo la vida e integridad,23,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,Num. 1,2019
BUCARAMANGA - CM,31/03/2019,01. NORTE,COLORADOS,Art. 27 - Comportamientos que ponen en riesgo la vida e integridad,29,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,Num. 1,2019
BUCARAMANGA - CM,31/03/2019,01. NORTE,COLORADOS,Art. 27 - Comportamientos que ponen en riesgo la vida e integridad,29,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,Num. 1,2019
BUCARAMANGA - CM,31/07/2019,01. NORTE,COLORADOS,Art. 27 - Comportamientos que ponen en riesgo la vida e integridad,20,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,Num. 6,2019
BUCARAMANGA - CM,31/10/2019,01. NORTE,EL PABLÓN,Art. 35 - Comportamientos que afectan las relaciones entre las personas y las autoridades,47,Cap. 2 - DE LOS ESTABLECIMIENTOS EDUCATIVOS,Num. 1,2019
BUCARAMANGA - CM,31/10/2019,01. NORTE,COLORADOS,Art. 27 - Comportamientos que ponen en riesgo la vida e integridad,19,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,Num. 6,2019
BUCARAMANGA - CM,01/09/2019,02. NORORIENTAL,LA ESPERANZA II,Art. 27 - Comportamientos que ponen en riesgo la vida e integridad,40,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,Num. 3,2019
BUCARAMANGA - CM,01/11/2019,02. NORORIENTAL,REGADERO NORTE,Art. 27 - Comportamientos que ponen en riesgo la vida e integridad,27,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,Num. 1,2019
BUCARAMANGA - CM,01/12/2019,02. NORORIENTAL,LA ESPERANZA II,Art. 27 - Comportamientos que ponen en riesgo la vida e integridad,29,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,Num. 1,2019
BUCARAMANGA - CM,02/03/2019,01. NORTE,COLORADOS,Art. 27 - Comportamientos que ponen en riesgo la vida e integridad,35,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,Num. 1,2019
BUCARAMANGA - CM,02/07/2019,02. NORORIENTAL,LA JUVENTUD,Art. 27 - Comportamientos que ponen en riesgo la vida e integridad,54,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,Num. 1,2019
BUCARAMANGA - CM,02/07/2019,02. NORORIENTAL,LA JUVENTUD,Art. 27 - Comportamientos que ponen en riesgo la vida e integridad,72,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,Num. 1,2019
BUCARAMANGA - CM,02/10/2019,02. NORORIENTAL,JOSE MARIA CORDOBA,Art. 27 - Comportamientos que ponen en riesgo la vida e integridad,24,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,Num. 6,2019
BUCARAMANGA - CM,02/12/2019,02. NORORIENTAL,LA ESPERANZA II,Art. 27 - Comportamientos que ponen en riesgo la vida e integridad,21,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,Num. 6,2019
BUCARAMANGA - CM,04/04/2019,02. NORORIENTAL,SAN CRISTOBAL,Art. 27 - Comportamientos que ponen en riesgo la vida e integridad,48,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,Num. 1,2019
BUCARAMANGA - CM,04/04/2019,02. NORORIENTAL,SAN CRISTOBAL,Art. 27 - Comportamientos que ponen en riesgo la vida e integridad,48,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,Num. 3,2019
BUCARAMANGA - CM,04/04/2019,02. NORORIENTAL,SAN CRISTOBAL,Art. 27 - Comportamientos que ponen en riesgo la vida e integridad,22,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,Num. 3,2019
BUCARAMANGA - CM,04/08/2019,02. NORORIENTAL,LA ESPERANZA I,Art. 27 - Comportamientos que ponen en riesgo la vida e integridad,21,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,Num. 1,2019
BUCARAMANGA - CM,04/09/2019,02. NORORIENTAL,LA JUVENTUD,Art. 27 - Comportamientos que ponen en riesgo la vida e integridad,45,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,Num. 1,2019
BUCARAMANGA - CM,04/09/2019,02. NORORIENTAL,LA JUVENTUD,Art. 27 - Comportamientos que ponen en riesgo la vida e integridad,48,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,Num. 1,2019
BUCARAMANGA - CM,04/10/2019,02. NORORIENTAL,LA ESPERANZA II,Art. 27 - Comportamientos que ponen en riesgo la vida e integridad,22,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,Num. 6,2019
BUCARAMANGA - CM,04/10/2019,02. NORORIENTAL,LA ESPERANZA I,Art. 27 - Comportamientos que ponen en riesgo la vida e integridad,30,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,Num. 6,2019
BUCARAMANGA - CM,04/10/2019,02. NORORIENTAL,LA ESPERANZA II,Art. 27 - Comportamientos que ponen en riesgo la vida e integridad,29,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,Num. 6,2019
BUCARAMANGA - CM,04/11/2019,03. SAN FRANCISCO,CHAPINERO,Art. 35 - Comportamientos que afectan las relaciones entre las personas y las autoridades,39,Cap. 2 - DE LOS ESTABLECIMIENTOS EDUCATIVOS,Num. 1,2019
BUCARAMANGA - CM,04/11/2019,03. SAN FRANCISCO,CHAPINERO,Art. 35 - Comportamientos que afectan las relaciones entre las personas y las autoridades,34,Cap. 2 - DE LOS ESTABLECIMIENTOS EDUCATIVOS,Num. 1,2019
BUCARAMANGA - CM,06/02/2019,02. NORORIENTAL,REGADERO NORTE,Art. 95 - Comportamientos que afectan la seguridad de las personas y sus bienes relacionados con equipos terminales móviles,22,Cap. 4 - DE LA SEGURIDAD DE LOS EQUIPOS TERMINALES MÓVILES Y/O TARJETAS SIMCARD (IMSI),Num. 1,2019
BUCARAMANGA - CM,06/07/2019,01. NORTE,CAFE MADRID,Art. 27 - Comportamientos que ponen en riesgo la vida e integridad,39,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,Num. 1,2019
BUCARAMANGA - CM,06/10/2019,02. NORORIENTAL,LA ESPERANZA II,Art. 27 - Comportamientos que ponen en riesgo la vida e integridad,20,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,Num. 1,2019
BUCARAMANGA - CM,06/12/2019,02. NORORIENTAL,LA ESPERANZA II,Art. 27 - Comportamientos que ponen en riesgo la vida e integridad,33,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,Num. 6,2019
BUCARAMANGA - CM,07/02/2019,02. NORORIENTAL,REGADERO NORTE,Art. 35 - Comportamientos que afectan las relaciones entre las personas y las autoridades,18,Cap. 2 - DE LOS ESTABLECIMIENTOS EDUCATIVOS,Num. 3,2019
BUCARAMANGA - CM,08/05/2019,02. NORORIENTAL,LA JUVENTUD,Art. 27 - Comportamientos que ponen en riesgo la vida e integridad,42,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,Num. 1,2019
BUCARAMANGA - CM,08/05/2019,02. NORORIENTAL,LA JUVENTUD,Art. 27 - Comportamientos que ponen en riesgo la vida e integridad,40,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,Num. 1,2019
BUCARAMANGA - CM,08/06/2019,02. NORORIENTAL,LA ESPERANZA I,Art. 35 - Comportamientos que afectan las relaciones entre las personas y las autoridades,42,Cap. 2 - DE LOS ESTABLECIMIENTOS EDUCATIVOS,Num. 2,2019
BUCARAMANGA - CM,08/11/2019,02. NORORIENTAL,LA JUVENTUD,Art. 27 - Comportamientos que ponen en riesgo la vida e integridad,20,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,Num. 6,2019
BUCARAMANGA - CM,08/11/2019,02. NORORIENTAL,LA ESPERANZA II,Art. 27 - Comportamientos que ponen en riesgo la vida e integridad,18,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,Num. 6,2019
BUCARAMANGA - CM,08/11/2019,02. NORORIENTAL,LA ESPERANZA III,Art. 27 - Comportamientos que ponen en riesgo la vida e integridad,19,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,Num. 3,2019
BUCARAMANGA - CM,08/11/2019,02. NORORIENTAL,LA ESPERANZA III,Art. 27 - Comportamientos que ponen en riesgo la vida e integridad,22,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,Num. 3,2019
BUCARAMANGA - CM,08/12/2019,02. NORORIENTAL,REGADERO NORTE,Art. 27 - Comportamientos que ponen en riesgo la vida e integridad,37,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,Num. 3,2019
BUCARAMANGA - CM,08/12/2019,02. NORORIENTAL,SAN CRISTOBAL,Art. 27 - Comportamientos que ponen en riesgo la vida e integridad,21,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,Num. 1,2019
BUCARAMANGA - CM,09/01/2019,02. NORORIENTAL,LA ESPERANZA I,Art. 27 - Comportamientos que ponen en riesgo la vida e integridad,20,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,Num. 6,2019
BUCARAMANGA - CM,09/04/2019,02. NORORIENTAL,LA JUVENTUD,Art. 35 - Comportamientos que afectan las relaciones entre las personas y las autoridades,44,Cap. 2 - DE LOS ESTABLECIMIENTOS EDUCATIVOS,Num. 1,2019
BUCARAMANGA - CM,09/08/2019,02. NORORIENTAL,LA ESPERANZA II,Art. 27 - Comportamientos que ponen en riesgo la vida e integridad,29,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,Num. 1,2019
BUCARAMANGA - CM,09/08/2019,03. SAN FRANCISCO,CHAPINERO,Art. 27 - Comportamientos que ponen en riesgo la vida e integridad,19,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,Num. 1,2019
BUCARAMANGA - CM,09/10/2019,02. NORORIENTAL,REGADERO NORTE,Art. 27 - Comportamientos que ponen en riesgo la vida e integridad,26,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,Num. 6,2019
BUCARAMANGA - CM,10/02/2019,02. NORORIENTAL,JOSE MARIA CORDOBA,Art. 27 - Comportamientos que ponen en riesgo la vida e integridad,21,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,Num. 3,2019
BUCARAMANGA - CM,10/02/2019,02. NORORIENTAL,JOSE MARIA CORDOBA,Art. 27 - Comportamientos que ponen en riesgo la vida e integridad,57,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,Num. 3,2019
BUCARAMANGA - CM,10/05/2019,02. NORORIENTAL,REGADERO NORTE,Art. 27 - Comportamientos que ponen en riesgo la vida e integridad,55,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,Num. 1,2019
BUCARAMANGA - CM,10/05/2019,02. NORORIENTAL,REGADERO NORTE,Art. 27 - Comportamientos que ponen en riesgo la vida e integridad,60,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,Num. 1,2019
BUCARAMANGA - CM,10/05/2019,02. NORORIENTAL,REGADERO NORTE,Art. 27 - Comportamientos que ponen en riesgo la vida e integridad,46,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,Num. 1,2019
BUCARAMANGA - CM,10/07/2019,02. NORORIENTAL,LA ESPERANZA I,Art. 27 - Comportamientos que ponen en riesgo la vida e integridad,39,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,Num. 6,2019
BUCARAMANGA - CM,10/11/2019,02. NORORIENTAL,LA ESPERANZA II,Art. 27 - Comportamientos que ponen en riesgo la vida e integridad,18,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,Num. 6,2019
BUCARAMANGA - CM,11/09/2019,02. NORORIENTAL,LA JUVENTUD,Art. 27 - Comportamientos que ponen en riesgo la vida e integridad,54,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,Num. 1,2019
BUCARAMANGA - CM,11/09/2019,02. NORORIENTAL,LA JUVENTUD,Art. 27 - Comportamientos que ponen en riesgo la vida e integridad,34,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,Num. 1,2019
BUCARAMANGA - CM,11/09/2019,02. NORORIENTAL,LA JUVENTUD,Art. 27 - Comportamientos que ponen en riesgo la vida e integridad,23,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,Num. 1,2019
BUCARAMANGA - CM,11/10/2019,02. NORORIENTAL,LA ESPERANZA II,Art. 27 - Comportamientos que ponen en riesgo la vida e integridad,22,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,Num. 6,2019
BUCARAMANGA - CM,11/10/2019,02. NORORIENTAL,REGADERO NORTE,Art. 27 - Comportamientos que ponen en riesgo la vida e integridad,33,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,Num. 1,2019
BUCARAMANGA - CM,11/10/2019,02. NORORIENTAL,REGADERO NORTE,Art. 27 - Comportamientos que ponen en riesgo la vida e integridad,30,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,Num. 1,2019
BUCARAMANGA - CM,12/03/2019,02. NORORIENTAL,SAN CRISTOBAL,Art. 27 - Comportamientos que ponen en riesgo la vida e integridad,21,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,Num. 1,2019
BUCARAMANGA - CM,12/10/2019,02. NORORIENTAL,LIZCANO II,Art. 27 - Comportamientos que ponen en riesgo la vida e integridad,27,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,Num. 1,2019
BUCARAMANGA - CM,12/12/2019,02. NORORIENTAL,VILLA HELENA I,Art. 27 - Comportamientos que ponen en riesgo la vida e integridad,19,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,Num. 6,2019
BUCARAMANGA - CM,13/03/2019,02. NORORIENTAL,LIZCANO I,Art. 27 - Comportamientos que ponen en riesgo la vida e integridad,28,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,Num. 1,2019
BUCARAMANGA - CM,13/07/2019,02. NORORIENTAL,VILLA HELENA I,Art. 111 - Comportamientos contrarios a la limpieza y recolección de residuos y escombros y malas prácticas habitacionales,45,Cap. 2 - LIMPIEZA Y RECOLECCIÓN DE RESIDUOS Y DE ESCOMBROS,Num. 3,2019
BUCARAMANGA - CM,14/04/2019,02. NORORIENTAL,SAN CRISTOBAL,Art. 35 - Comportamientos que afectan las relaciones entre las personas y las autoridades,19,Cap. 2 - DE LOS ESTABLECIMIENTOS EDUCATIVOS,Num. 2,2019
BUCARAMANGA - CM,14/05/2019,02. NORORIENTAL,LA JUVENTUD,Art. 27 - Comportamientos que ponen en riesgo la vida e integridad,63,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,Num. 1,2019
BUCARAMANGA - CM,14/09/2019,02. NORORIENTAL,LA ESPERANZA I,Art. 27 - Comportamientos que ponen en riesgo la vida e integridad,30,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,Num. 1,2019
BUCARAMANGA - CM,14/11/2019,02. NORORIENTAL,LOS ANGELES,Art. 27 - Comportamientos que ponen en riesgo la vida e integridad,46,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,Num. 6,2019
BUCARAMANGA - CM,14/11/2019,02. NORORIENTAL,LA JUVENTUD,Art. 27 - Comportamientos que ponen en riesgo la vida e integridad,20,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,Num. 6,2019
BUCARAMANGA - CM,15/09/2019,02. NORORIENTAL,LOS ANGELES,Art. 27 - Comportamientos que ponen en riesgo la vida e integridad,24,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,Num. 6,2019
BUCARAMANGA - CM,15/09/2019,02. NORORIENTAL,REGADERO NORTE,Art. 35 - Comportamientos que afectan las relaciones entre las personas y las autoridades,20,Cap. 2 - DE LOS ESTABLECIMIENTOS EDUCATIVOS,Num. 2,2019
BUCARAMANGA - CM,15/10/2019,02. NORORIENTAL,LA ESPERANZA III,Art. 27 - Comportamientos que ponen en riesgo la vida e integridad,64,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,Num. 1,2019
BUCARAMANGA - CM,15/10/2019,02. NORORIENTAL,LA ESPERANZA III,Art. 35 - Comportamientos que afectan las relaciones entre las personas y las autoridades,33,Cap. 2 - DE LOS ESTABLECIMIENTOS EDUCATIVOS,Num. 5,2019
BUCARAMANGA - CM,15/12/2019,02. NORORIENTAL,REGADERO NORTE,Art. 27 - Comportamientos que ponen en riesgo la vida e integridad,40,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,Num. 6,2019
BUCARAMANGA - CM,16/11/2019,02. NORORIENTAL,LOS ANGELES,Art. 35 - Comportamientos que afectan las relaciones entre las personas y las autoridades,24,Cap. 2 - DE LOS ESTABLECIMIENTOS EDUCATIVOS,Num. 2,2019
BUCARAMANGA - CM,16/12/2019,01. NORTE,TEJAR NORTE,Art. 35 - Comportamientos que afectan las relaciones entre las personas y las autoridades,34,Cap. 2 - DE LOS ESTABLECIMIENTOS EDUCATIVOS,Num. 2,2019
BUCARAMANGA - CM,16/12/2019,02. NORORIENTAL,JOSE MARIA CORDOBA,Art. 27 - Comportamientos que ponen en riesgo la vida e integridad,15,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,Num. 6,2019
BUCARAMANGA - CM,17/03/2019,02. NORORIENTAL,REGADERO NORTE,Art. 35 - Comportamientos que afectan las relaciones entre las personas y las autoridades,31,Cap. 2 - DE LOS ESTABLECIMIENTOS EDUCATIVOS,Num. 2,2019
BUCARAMANGA - CM,17/05/2019,02. NORORIENTAL,REGADERO NORTE,Art. 27 - Comportamientos que ponen en riesgo la vida e integridad,16,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,Num. 6,2019
BUCARAMANGA - CM,17/11/2019,02. NORORIENTAL,LA ESPERANZA II,Art. 27 - Comportamientos que ponen en riesgo la vida e integridad,23,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,Num. 6,2019
BUCARAMANGA - CM,17/11/2019,02. NORORIENTAL,LA ESPERANZA II,Art. 27 - Comportamientos que ponen en riesgo la vida e integridad,23,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,Num. 1,2019
BUCARAMANGA - CM,17/12/2019,02. NORORIENTAL,LIZCANO II,Art. 27 - Comportamientos que ponen en riesgo la vida e integridad,32,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,Num. 6,2019
BUCARAMANGA - CM,17/12/2019,02. NORORIENTAL,REGADERO NORTE,Art. 27 - Comportamientos que ponen en riesgo la vida e integridad,24,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,Num. 6,2019
BUCARAMANGA - CM,17/12/2019,02. NORORIENTAL,REGADERO NORTE,Art. 27 - Comportamientos que ponen en riesgo la vida e integridad,21,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,Num. 6,2019
BUCARAMANGA - CM,18/03/2019,02. NORORIENTAL,REGADERO NORTE,Art. 27 - Comportamientos que ponen en riesgo la vida e integridad,25,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,Num. 1,2019
BUCARAMANGA - CM,18/03/2019,02. NORORIENTAL,REGADERO NORTE,Art. 27 - Comportamientos que ponen en riesgo la vida e integridad,20,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,Num. 1,2019
BUCARAMANGA - CM,18/10/2019,02. NORORIENTAL,LA ESPERANZA I,Art. 27 - Comportamientos que ponen en riesgo la vida e integridad,18,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,Num. 6,2019
BUCARAMANGA - CM,19/11/2019,02. NORORIENTAL,LA ESPERANZA I,Art. 27 - Comportamientos que ponen en riesgo la vida e integridad,34,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,Num. 1,2019
BUCARAMANGA - CM,19/11/2019,02. NORORIENTAL,LIZCANO I,Art. 27 - Comportamientos que ponen en riesgo la vida e integridad,18,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,Num. 6,2019
BUCARAMANGA - CM,20/01/2019,02. NORORIENTAL,LA ESPERANZA I,Art. 35 - Comportamientos que afectan las relaciones entre las personas y las autoridades,56,Cap. 2 - DE LOS ESTABLECIMIENTOS EDUCATIVOS,Num. 2,2019
BUCARAMANGA - CM,20/10/2019,02. NORORIENTAL,REGADERO NORTE,Art. 27 - Comportamientos que ponen en riesgo la vida e integridad,19,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,Num. 6,2019
BUCARAMANGA - CM,20/11/2019,02. NORORIENTAL,SAN CRISTOBAL,Art. 27 - Comportamientos que ponen en riesgo la vida e integridad,28,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,Num. 6,2019
BUCARAMANGA - CM,20/11/2019,02. NORORIENTAL,SAN CRISTOBAL,Art. 27 - Comportamientos que ponen en riesgo la vida e integridad,28,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,Num. 1,2019
BUCARAMANGA - CM,21/06/2019,02. NORORIENTAL,LA INDEPENDENCIA,Art. 27 - Comportamientos que ponen en riesgo la vida e integridad,19,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,Num. 6,2019
BUCARAMANGA - CM,21/06/2019,02. NORORIENTAL,LA ESPERANZA I,Art. 27 - Comportamientos que ponen en riesgo la vida e integridad,25,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,Num. 1,2019
BUCARAMANGA - CM,21/07/2019,02. NORORIENTAL,LA ESPERANZA II,Art. 27 - Comportamientos que ponen en riesgo la vida e integridad,24,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,Num. 1,2019
BUCARAMANGA - CM,21/07/2019,02. NORORIENTAL,LA ESPERANZA I,Art. 27 - Comportamientos que ponen en riesgo la vida e integridad,24,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,Num. 1,2019
BUCARAMANGA - CM,21/10/2019,02. NORORIENTAL,LA JUVENTUD,Art. 27 - Comportamientos que ponen en riesgo la vida e integridad,27,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,Num. 6,2019
BUCARAMANGA - CM,21/11/2019,02. NORORIENTAL,LA ESPERANZA II,Art. 27 - Comportamientos que ponen en riesgo la vida e integridad,33,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,Num. 6,2019
BUCARAMANGA - CM,22/05/2019,02. NORORIENTAL,VILLA HELENA I,Art. 27 - Comportamientos que ponen en riesgo la vida e integridad,19,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,Num. 1,2019
BUCARAMANGA - CM,22/12/2019,02. NORORIENTAL,LIZCANO II,Art. 27 - Comportamientos que ponen en riesgo la vida e integridad,43,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,Num. 1,2019
